word,main_category,frequency
sliding,Computers&Accessories,4
displaydual,Electronics,4
think,OfficeProducts,4
onenicereally,Computers&Accessories,4
designbuild,Computers&Accessories,4
design,OfficeProducts,4
goodid,Electronics,4
goodi,OfficeProducts,4
griller,Home&Kitchen,4
onei,Home&Kitchen,4
buttoncenter,Electronics,4
peeling,Electronics,4
grilling,Home&Kitchen,4
dissatisfied,Electronics,4
buynice,Home&Kitchen,4
bcoz,Home&Kitchen,4
pendrives,Computers&Accessories,4
slider,Computers&Accessories,4
हुओर,Home&Kitchen,4
pattern,Home&Kitchen,4
testing,Home&Kitchen,4
test,Home&Kitchen,4
uiminor,Electronics,4
slots,Computers&Accessories,4
है।,Home&Kitchen,4
parts,Electronics,4
👍goodgood,Computers&Accessories,4
हैं,Home&Kitchen,4
lighter,Home&Kitchen,4
fairly,Computers&Accessories,4
party,Computers&Accessories,4
हैं,Electronics,4
overear,Electronics,4
disk,Electronics,4
lightgood,Electronics,4
inherent,Electronics,4
passive,Electronics,4
passport,Computers&Accessories,4
lightly,Computers&Accessories,4
sofas,Home&Kitchen,4
slim,Computers&Accessories,4
smartwatches,Electronics,4
thik,Electronics,4
designthe,Computers&Accessories,4
pathetic,Electronics,4
acrylic,Home&Kitchen,4
tvpicture,Electronics,4
डिब्बे,Home&Kitchen,4
none,Home&Kitchen,4
showsmovies,Electronics,4
inspect,Electronics,4
batter,Home&Kitchen,4
bettervery,Computers&Accessories,4
auethe,Electronics,4
batter,Electronics,4
unloaded,Electronics,4
nonhdr,Electronics,4
jeans,Home&Kitchen,4
dal,Home&Kitchen,4
exynos,Electronics,4
powering,Electronics,4
goodawesome,Electronics,4
solving,Electronics,4
somehow,Computers&Accessories,4
ppl,Computers&Accessories,4
indicator,Computers&Accessories,4
systems,Computers&Accessories,4
youi,Electronics,4
fineproduct,Computers&Accessories,4
burned,Home&Kitchen,4
adjusted,Electronics,4
cylinder,Home&Kitchen,4
practical,Computers&Accessories,4
draw,Electronics,4
youtuber,Electronics,4
youve,Electronics,4
lifelong,Home&Kitchen,4
zone,Home&Kitchen,4
sieve,Home&Kitchen,4
goodsuper,Home&Kitchen,4
outlet,Computers&Accessories,4
dpad,Electronics,4
cableone,Computers&Accessories,4
address,Computers&Accessories,4
eyes,Computers&Accessories,4
zebronics,Electronics,4
aur,Electronics,4
jan,Electronics,4
drain,Home&Kitchen,4
diffrence,Computers&Accessories,4
january,Home&Kitchen,4
damp,Electronics,4
tad,Electronics,4
individual,Electronics,4
post,Home&Kitchen,4
damages,Electronics,4
posting,Electronics,4
posts,Electronics,4
indicators,Home&Kitchen,4
potential,Electronics,4
practically,Computers&Accessories,4
practice,Computers&Accessories,4
dress,Home&Kitchen,4
bundled,Electronics,4
adopter,Computers&Accessories,4
shot,Home&Kitchen,4
shot,Electronics,4
cable😂best,Computers&Accessories,4
custom,Electronics,4
literally,Computers&Accessories,4
nobody,Computers&Accessories,4
tva,Electronics,4
cushion,Electronics,4
bhi,Electronics,4
switches,Home&Kitchen,4
extreme,Computers&Accessories,4
bhk,Computers&Accessories,4
cake,Home&Kitchen,4
pressure,Electronics,4
driving,Electronics,4
advanced,Computers&Accessories,4
currently,Home&Kitchen,4
yellow,Computers&Accessories,4
flaws,Computers&Accessories,4
extraction,Home&Kitchen,4
calcium,Home&Kitchen,4
dropped,Computers&Accessories,4
yetattached,Electronics,4
customers,Computers&Accessories,4
jio,Computers&Accessories,4
customers,Home&Kitchen,4
noises,Electronics,4
disable,Electronics,4
noisegood,Home&Kitchen,4
gooda,Electronics,4
digisol,Computers&Accessories,4
instagram,Electronics,4
cuts,Computers&Accessories,4
yougreat,Electronics,4
prefer,Computers&Accessories,4
preferably,Electronics,4
adjustment,Computers&Accessories,4
cute,Electronics,4
shouldve,Electronics,4
liter,Home&Kitchen,4
issuesno,Electronics,4
falls,Electronics,4
audiook,Electronics,4
cableworth,Computers&Accessories,4
customised,Electronics,4
hassle,Computers&Accessories,4
drive,Electronics,4
finenice,Electronics,4
preparing,Electronics,4
zones,Electronics,4
pop,Electronics,4
dedicated,Electronics,4
plastering,Electronics,4
info,Electronics,4
कोई,Home&Kitchen,4
tare,Home&Kitchen,4
link,Electronics,4
acts,Electronics,4
tvnice,Electronics,4
placing,Home&Kitchen,4
planned,Electronics,4
let’s,Electronics,4
कुछ,Home&Kitchen,4
dosa,Home&Kitchen,4
tvmi,Electronics,4
outlets,Computers&Accessories,4
numeric,Computers&Accessories,4
automatic,Electronics,4
tho,Electronics,4
buttv,Electronics,4
infact,Electronics,4
numbers,Computers&Accessories,4
flashlight,Electronics,4
simpla,Computers&Accessories,4
better,MusicalInstruments,4
काम,Electronics,4
platform,Home&Kitchen,4
observation,Computers&Accessories,4
piston,OfficeProducts,4
handlebar,Computers&Accessories,4
taskbar,Computers&Accessories,4
occupying,Electronics,4
occassionally,Electronics,4
thisgood,Home&Kitchen,4
picsfinger,Electronics,4
ठीक,Electronics,4
finishing,Computers&Accessories,4
picture,OfficeProducts,4
टाइम,Home&Kitchen,4
tear,Computers&Accessories,4
actionbattery,Electronics,4
understanding,Electronics,4
piece,OfficeProducts,4
pieces,Electronics,4
outside,Computers&Accessories,4
cable,HomeImprovement,4
decide,Electronics,4
undoubtedly,Computers&Accessories,4
tasty,Home&Kitchen,4
handheld,Home&Kitchen,4
decently,Home&Kitchen,4
active,Computers&Accessories,4
thisit,Electronics,4
tasks,Computers&Accessories,4
uniform,Electronics,4
autocut,Home&Kitchen,4
played,Computers&Accessories,4
अच्छा,Home&Kitchen,4
downloaded,Computers&Accessories,4
pointonly,Electronics,4
अच्छा,Computers&Accessories,4
daylight,Electronics,4
points,Home&Kitchen,4
significantly,Electronics,4
itbest,Electronics,4
notice,Home&Kitchen,4
listed,Computers&Accessories,4
smoothall,Electronics,4
notice,Computers&Accessories,4
dayday,Electronics,4
units,Electronics,4
day,OfficeProducts,4
take,OfficeProducts,4
zoul,Computers&Accessories,4
addition,Home&Kitchen,4
flaw,Electronics,4
nothing,OfficeProducts,4
units,Home&Kitchen,4
fangood,Home&Kitchen,4
sight,Computers&Accessories,4
downside,Electronics,4
noticeably,Electronics,4
goodbest,Computers&Accessories,4
snapdragon,Electronics,4
goodoverall,Home&Kitchen,4
thoda,Electronics,4
nowthe,Electronics,4
ddrx,Electronics,4
averageit,Electronics,4
nowpicture,Electronics,4
nowi,Electronics,4
nowgood,Computers&Accessories,4
pls,Home&Kitchen,4
hanged,Home&Kitchen,4
nowaction,Electronics,4
plugging,Electronics,4
nov,Electronics,4
fancy,Computers&Accessories,4
add,HomeImprovement,4
unitgoodbest,Electronics,4
goodoverall,Computers&Accessories,4
hanging,Home&Kitchen,4
pocket,Computers&Accessories,4
signs,Computers&Accessories,4
pods,Electronics,4
unitgoodgood,Electronics,4
owing,Home&Kitchen,4
solution,Home&Kitchen,4
finewhen,Electronics,4
conventional,Home&Kitchen,4
building,Computers&Accessories,4
responce,Electronics,4
brown,Electronics,4
watervery,Home&Kitchen,4
generally,Home&Kitchen,4
bootloop,Electronics,4
installing,Home&Kitchen,4
satisfiedhave,Electronics,4
mins,Computers&Accessories,4
enable,Computers&Accessories,4
enabled,Computers&Accessories,4
competitive,Computers&Accessories,4
competition,Computers&Accessories,4
marketplace,Computers&Accessories,4
competing,Electronics,4
budgetcall,Electronics,4
fell,Electronics,4
cladding,Electronics,4
sec,Home&Kitchen,4
speakersthe,Electronics,4
rangenice,Electronics,4
learning,Electronics,4
compatible,Home&Kitchen,4
eventually,Computers&Accessories,4
speakeri,Electronics,4
toy,Home&Kitchen,4
generates,Home&Kitchen,4
chance,Home&Kitchen,4
speakercons,Electronics,4
impact,Computers&Accessories,4
emergency,Computers&Accessories,4
chances,Computers&Accessories,4
restarts,Electronics,4
way,MusicalInstruments,4
intended,Home&Kitchen,4
todaywill,Electronics,4
impurities,Home&Kitchen,4
budgetfriendly,Electronics,4
raises,Home&Kitchen,4
hit,Electronics,4
restart,Computers&Accessories,4
marks,Electronics,4
improving,Electronics,4
cinema,Electronics,4
minute,Electronics,4
appears,Electronics,4
random,Computers&Accessories,4
minus,Home&Kitchen,4
arms,Electronics,4
watergood,Home&Kitchen,4
macro,Electronics,4
stretch,Home&Kitchen,4
ambience,Electronics,4
fry,Home&Kitchen,4
rated,Home&Kitchen,4
milta,Computers&Accessories,4
budget,MusicalInstruments,4
aside,Electronics,4
vibrancy,Electronics,4
usegoodgood,Home&Kitchen,4
lags,Computers&Accessories,4
vibrant,Electronics,4
match,Home&Kitchen,4
milkshakes,Home&Kitchen,4
amd,Computers&Accessories,4
saturday,Electronics,4
seamlessly,Computers&Accessories,4
raving,Electronics,4
research,Electronics,4
casual,Home&Kitchen,4
might,OfficeProducts,4
classic,Electronics,4
appario,Computers&Accessories,4
love,OfficeProducts,4
feet,MusicalInstruments,4
watchlight,Electronics,4
claimed,Electronics,4
searching,Electronics,4
rangesimple,Electronics,4
claimed,Home&Kitchen,4
satisfy,Electronics,4
claimshall,Computers&Accessories,4
stretch,Electronics,4
strengthsahi,Computers&Accessories,4
kitchen,Electronics,4
resolutionoverall,Electronics,4
appear,Home&Kitchen,4
appear,Electronics,4
interested,Electronics,4
town,Electronics,4
streams,Electronics,4
holder,Home&Kitchen,4
resistance,Computers&Accessories,4
resilient,Computers&Accessories,4
cashback,Home&Kitchen,4
together,Computers&Accessories,4
streamingfast,Electronics,4
holds,Computers&Accessories,4
gear,Computers&Accessories,4
miracast,Electronics,4
lots,Computers&Accessories,4
american,Home&Kitchen,4
fiber,Home&Kitchen,4
weekend,Electronics,4
conclusion,Electronics,4
fibre,Computers&Accessories,4
mixy,Home&Kitchen,4
lost,Computers&Accessories,4
qualitynice,Electronics,4
review,MusicalInstruments,4
qualitynice,Home&Kitchen,4
electronic,Electronics,4
application,Computers&Accessories,4
fiber,Electronics,4
starbust,Electronics,4
revert,Electronics,4
concerning,Electronics,4
concern,Electronics,4
concept,Electronics,4
qualitysturdy,Computers&Accessories,4
fiber,Computers&Accessories,4
qualitythe,Electronics,4
webos,Electronics,4
breaker,Home&Kitchen,4
everyone,Computers&Accessories,4
seemless,Computers&Accessories,4
changes,Home&Kitchen,4
reviewed,Home&Kitchen,4
condition,OfficeProducts,4
spends,Electronics,4
highest,Home&Kitchen,4
veri,Computers&Accessories,4
breaks,Computers&Accessories,4
highlight,Electronics,4
studentscenter,Electronics,4
weird,Home&Kitchen,4
weightgood,Home&Kitchen,4
conditions,Home&Kitchen,4
genuinely,Electronics,4
conditions,Computers&Accessories,4
mobilesgood,Computers&Accessories,4
elderly,Home&Kitchen,4
hurting,Electronics,4
weight,OfficeProducts,4
trimmer,Electronics,4
elders,Electronics,4
students,OfficeProducts,4
fear,Computers&Accessories,4
electric,Computers&Accessories,4
fibre,Electronics,4
apples,Computers&Accessories,4
trained,Electronics,4
hundreds,Electronics,4
everyday,Electronics,4
miss,Computers&Accessories,4
quink,OfficeProducts,4
amazongood,Home&Kitchen,4
forward,Electronics,4
usefull,Electronics,4
chopping,Home&Kitchen,4
instruction,Home&Kitchen,4
misleading,Home&Kitchen,4
misleading,Electronics,4
hisense,Electronics,4
brother,Electronics,4
security,Computers&Accessories,4
kinds,Electronics,4
chord,Computers&Accessories,4
chord,Home&Kitchen,4
rack,Computers&Accessories,4
everybody,Electronics,4
email,Electronics,4
chose,Electronics,4
completed,Electronics,4
completed,Computers&Accessories,4
miss,Electronics,4
tray,Computers&Accessories,4
qualityvery,Home&Kitchen,4
quiet,Computers&Accessories,4
stands,Computers&Accessories,4
vertical,Home&Kitchen,4
missingthis,Electronics,4
missinglight,Electronics,4
compromise,Computers&Accessories,4
quantity,Computers&Accessories,4
kinda,Computers&Accessories,4
quantity,Home&Kitchen,4
vertically,Electronics,4
choosing,Electronics,4
missedyou,Electronics,4
missed,Electronics,4
carton,Home&Kitchen,4
kinda,Home&Kitchen,4
marketboat,Computers&Accessories,4
retains,Electronics,4
maggie,Home&Kitchen,4
changegoodfine,Computers&Accessories,4
humidity,Home&Kitchen,4
hiphop,Electronics,4
quicklynokia,Electronics,4
macbooks,Computers&Accessories,4
engineer,Electronics,4
wellgood,Electronics,4
reduce,Electronics,4
entire,Computers&Accessories,4
colleagues,Electronics,4
toohowever,Electronics,4
wall,Computers&Accessories,4
stopwatch,Electronics,4
mentioning,Electronics,4
clearly,Computers&Accessories,4
sayscamera,Electronics,4
environment,Electronics,4
lyf,Electronics,4
ftth,Computers&Accessories,4
met,Computers&Accessories,4
usephone,Electronics,4
boxes,Computers&Accessories,4
torch,Electronics,4
reduces,Home&Kitchen,4
scratch,Home&Kitchen,4
bagless,Home&Kitchen,4
ceiling,Home&Kitchen,4
kwhy,Electronics,4
remotethe,Electronics,4
scaled,Electronics,4
collected,Home&Kitchen,4
clearer,Electronics,4
collection,Computers&Accessories,4
recorded,Computers&Accessories,4
colors,Home&Kitchen,4
want,OfficeProducts,4
enter,Computers&Accessories,4
userphone,Electronics,4
visionary,Electronics,4
featureshas,Electronics,4
recommendations,Electronics,4
visit,Home&Kitchen,4
brandgood,Electronics,4
recommendedneed,Computers&Accessories,4
mesh,Home&Kitchen,4
mere,Computers&Accessories,4
screens,Electronics,4
certainly,Home&Kitchen,4
entertainment,Electronics,4
anyways,Computers&Accessories,4
reconnect,Computers&Accessories,4
brushes,Home&Kitchen,4
mbpsi,Computers&Accessories,4
toogood,Home&Kitchen,4
useokgood,Electronics,4
meant,Home&Kitchen,4
stone,Home&Kitchen,4
clicking,Computers&Accessories,4
meetings,Electronics,4
equivalent,Electronics,4
intermediate,Computers&Accessories,4
errors,Electronics,4
errors,Computers&Accessories,4
bubble,Computers&Accessories,4
meet,Computers&Accessories,4
knowing,Electronics,4
sticky,Home&Kitchen,4
anti,Home&Kitchen,4
steps,Home&Kitchen,4
error,Home&Kitchen,4
useproduct,Home&Kitchen,4
arrow,Computers&Accessories,4
bqest,Electronics,4
scenario,Computers&Accessories,4
vulnerable,Computers&Accessories,4
scanning,Computers&Accessories,4
closed,Computers&Accessories,4
sticker,Home&Kitchen,4
foldproduct,Computers&Accessories,4
mediathis,Electronics,4
clip,OfficeProducts,4
forced,Electronics,4
clicking,Electronics,4
measurements,Home&Kitchen,4
feeder,OfficeProducts,4
stolen,Electronics,4
coating,Computers&Accessories,4
gamingnot,Electronics,4
coated,Home&Kitchen,4
expectedgood,Home&Kitchen,4
membrane,Computers&Accessories,4
layers,Home&Kitchen,4
members,Home&Kitchen,4
voltage,Electronics,4
melts,Electronics,4
melt,Home&Kitchen,4
voltage,Home&Kitchen,4
anyboy,Electronics,4
step,Computers&Accessories,4
clumsy,Electronics,4
reflects,Electronics,4
refund,Home&Kitchen,4
refused,Computers&Accessories,4
school,Computers&Accessories,4
bubbles,Electronics,4
anker,Computers&Accessories,4
animations,Electronics,4
starting,Electronics,4
scrolling,Computers&Accessories,4
real,Home&Kitchen,4
saves,Electronics,4
microphone,MusicalInstruments,4
touchscreen,Electronics,4
cleaned,Computers&Accessories,4
wasted,Home&Kitchen,4
lovely,Electronics,4
saves,Home&Kitchen,4
following,Computers&Accessories,4
saving,Computers&Accessories,4
invest,Electronics,4
replacementnice,Electronics,4
requested,Home&Kitchen,4
requested,Electronics,4
focused,Electronics,4
requested,Computers&Accessories,4
force,Computers&Accessories,4
scroll,Electronics,4
touching,Electronics,4
mhz,Computers&Accessories,4
ampere,Home&Kitchen,4
catridges,Computers&Accessories,4
chahiyei,Electronics,4
saver,Home&Kitchen,4
among,Home&Kitchen,4
saver,Electronics,4
vibration,Computers&Accessories,4
expectedvery,Home&Kitchen,4
watchers,Electronics,4
bottle,OfficeProducts,4
speedscheapest,Computers&Accessories,4
foam,Home&Kitchen,4
bottles,Computers&Accessories,4
seamless,Computers&Accessories,4
tremendous,Electronics,4
mid,Home&Kitchen,4
investment,Home&Kitchen,4
catchyno,Electronics,4
readings,Electronics,4
microsoft,Computers&Accessories,4
readvolume,Electronics,4
macbook,Electronics,4
saved,Home&Kitchen,4
readwrite,Computers&Accessories,4
told,Computers&Accessories,4
comments,Electronics,4
bucks,Home&Kitchen,4
loversthe,Electronics,4
matter,Electronics,4
ample,Computers&Accessories,4
forced,Home&Kitchen,4
asap,Computers&Accessories,4
meters,Home&Kitchen,4
uselessupdate,Electronics,4
enoughin,Electronics,4
combination,Computers&Accessories,4
station,Home&Kitchen,4
stations,Electronics,4
colours,Home&Kitchen,4
impressive,Home&Kitchen,4
repo,Computers&Accessories,4
metal,OfficeProducts,4
angled,Electronics,4
virtual,Home&Kitchen,4
folded,Computers&Accessories,4
recieved,Home&Kitchen,4
replieslook,Electronics,4
ensures,Computers&Accessories,4
etcid,Electronics,4
trend,Electronics,4
entangle,Computers&Accessories,4
replacementvery,Computers&Accessories,4
receiver,Computers&Accessories,4
reported,Home&Kitchen,4
amplifies,Electronics,4
stores,Computers&Accessories,4
imported,Computers&Accessories,4
useits,Home&Kitchen,4
reputed,Electronics,4
mattress,Home&Kitchen,4
reasons,Computers&Accessories,4
loving,Home&Kitchen,4
baker,Home&Kitchen,4
hook,Home&Kitchen,4
story,Electronics,4
republic,Electronics,4
bake,Home&Kitchen,4
metre,Home&Kitchen,4
warrenty,Computers&Accessories,4
focuses,Electronics,4
warning,Electronics,4
gaskets,Home&Kitchen,4
warms,Home&Kitchen,4
badneeds,Electronics,4
userso,Electronics,4
warmer,Home&Kitchen,4
station,Computers&Accessories,4
wellgood,Computers&Accessories,4
qualityvalue,Home&Kitchen,4
wellgoodoki,Computers&Accessories,4
trousers,Home&Kitchen,4
include,Home&Kitchen,4
seperate,Electronics,4
allows,Electronics,4
sales,Home&Kitchen,4
continue,Home&Kitchen,4
successfully,Electronics,4
charm,Computers&Accessories,4
charm,Electronics,4
moneyworth,Electronics,4
moneyworks,Computers&Accessories,4
manage,Electronics,4
bluetoothpicturethe,Electronics,4
ecommerce,Electronics,4
prolonged,Electronics,4
managed,Computers&Accessories,4
helped,Home&Kitchen,4
moneyvery,Electronics,4
charming,Electronics,4
back,OfficeProducts,4
reviewnice,Electronics,4
soundlink,Electronics,4
wirecharges,Computers&Accessories,4
troublefree,Computers&Accessories,4
variety,Home&Kitchen,4
male,Electronics,4
rough,Home&Kitchen,4
productwire,Computers&Accessories,4
productworking,Computers&Accessories,4
upside,Home&Kitchen,4
sucks,Home&Kitchen,4
productworks,Electronics,4
wires,HomeImprovement,4
productworst,Electronics,4
sept,Electronics,4
contrary,Computers&Accessories,4
irresponsible,Electronics,4
chargingvalue,Computers&Accessories,4
rotis,Home&Kitchen,4
allow,Electronics,4
